name,party,bill
"Rounds, Mike",R,115s446
"Rubio, Marco",R,115s446
"Thune, John",R,115s446
"Wicker, Roger F.",R,115s446
"Young, Todd C.",R,115s446
"Johnson, Ron",R,115s446
"Flake, Jeff",R,115s446
"Lankford, James",R,115s446
"Risch, James E.",R,115s446
"Strange, Luther",R,115s446
"Shelby, Richard C.",R,115s446
"Sullivan, Dan",R,115s446
"Inhofe, James M.",R,115s446
"Kennedy, John",R,115s446
"Cassidy, Bill",R,115s446
"Tillis, Thom",R,115s446
"Hyde-Smith, Cindy",R,115s446
"Baldwin, Tammy",D,115s447
"Rubio, Marco",R,115s447
"Blumenthal, Richard",D,115s447
"Casey, Robert P., Jr.",D,115s447
"Feinstein, Dianne",D,115s447
"Gillibrand, Kirsten E.",D,115s447
"Hatch, Orrin G.",R,115s447
"Johnson, Ron",R,115s447
"Markey, Edward J.",D,115s447
"McCain, John",R,115s447
"Peters, Gary C.",D,115s447
"Schumer, Charles E.",D,115s447
"Thune, John",R,115s447
"Warren, Elizabeth",D,115s447
"Booker, Cory A.",D,115s447
"Menendez, Robert",D,115s447
"Young, Todd C.",R,115s447
"Scott, Tim",R,115s447
"Coons, Christopher A.",D,115s447
"Gardner, Cory",R,115s447
"Cardin, Benjamin L.",D,115s447
"Cruz, Ted",R,115s447
"Brown, Sherrod",D,115s448
"Collins, Susan M.",R,115s448
"Rounds, Mike",R,115s448
"Gillibrand, Kirsten E.",D,115s448
"Heitkamp, Heidi",D,115s448
"Udall, Tom",D,115s448
"King, Angus S., Jr.",I,115s448
"Leahy, Patrick J.",D,115s448
"Schatz, Brian",D,115s448
"Heinrich, Martin",D,115s448
"Tester, Jon",D,115s448
"Shaheen, Jeanne",D,115s448
"Whitehouse, Sheldon",D,115s448
"Warren, Elizabeth",D,115s448
"Merkley, Jeff",D,115s448
"Markey, Edward J.",D,115s449
"Cruz, Ted",R,115s45
"Perdue, David",R,115s45
"Grassley, Chuck",R,115s45
"Johnson, Ron",R,115s45
"Rubio, Marco",R,115s45
"Inhofe, James M.",R,115s45
"Sasse, Ben",R,115s45
"Wicker, Roger F.",R,115s45
"Boozman, John",R,115s45
"Cotton, Tom",R,115s45
"Toomey, Pat",R,115s45
"Roberts, Pat",R,115s45
"Strange, Luther",R,115s45
"Rounds, Mike",R,115s45
"Heller, Dean",R,115s45
"Crapo, Mike",R,115s45
"Hyde-Smith, Cindy",R,115s45
"Manchin, Joe, III",D,115s450
"Nelson, Bill",D,115s450
"Crapo, Mike",R,115s450
"Cardin, Benjamin L.",D,115s451
"Boozman, John",R,115s451
"Udall, Tom",D,115s451
"Flake, Jeff",R,115s452
"McCain, John",R,115s452
"Wicker, Roger F.",R,115s452
"Capito, Shelley Moore",R,115s452
"Cotton, Tom",R,115s452
"Enzi, Michael B.",R,115s452
"Flake, Jeff",R,115s453
"McCain, John",R,115s453
"Cotton, Tom",R,115s453
"Flake, Jeff",R,115s454
"McCain, John",R,115s454
"Cotton, Tom",R,115s454
"Tester, Jon",D,115s455
"Franken, Al",D,115s455
"King, Angus S., Jr.",I,115s455
"Hassan, Margaret Wood",D,115s455
"Shaheen, Jeanne",D,115s455
"McCaskill, Claire",D,115s455
"Bennet, Michael F.",D,115s456
"Rubio, Marco",R,115s456
"Van Hollen, Chris",D,115s456
"Gardner, Cory",R,115s456
"King, Angus S., Jr.",I,115s456
"Tester, Jon",D,115s457
"Franken, Al",D,115s457
"Kaine, Tim",D,115s457
"Tester, Jon",D,115s458
"Franken, Al",D,115s458
"Udall, Tom",D,115s458
"Rubio, Marco",R,115s459
"McCain, John",R,115s459
"Johnson, Ron",R,115s459
"Coons, Christopher A.",D,115s459
"Durbin, Richard J.",D,115s459
"Wicker, Roger F.",R,115s459
"Shaheen, Jeanne",D,115s459
"Menendez, Robert",D,115s459
"Gardner, Cory",R,115s459
"Heller, Dean",R,115s46
"Blunt, Roy",R,115s46
"Bennet, Michael F.",D,115s46
"Hirono, Mazie K.",D,115s460
"Schatz, Brian",D,115s460
"Heinrich, Martin",D,115s461
"Heller, Dean",R,115s461
"Baldwin, Tammy",D,115s461
"Klobuchar, Amy",D,115s461
"Heller, Dean",R,115s462
"Heitkamp, Heidi",D,115s462
"Donnelly, Joe",D,115s462
"Toomey, Pat",R,115s462
"Warner, Mark R.",D,115s462
"Cornyn, John",R,115s463
"Carper, Thomas R.",D,115s463
"Markey, Edward J.",D,115s464
"Portman, Rob",R,115s464
"Bennet, Michael F.",D,115s464
"Cornyn, John",R,115s464
"King, Angus S., Jr.",I,115s464
"Brown, Sherrod",D,115s464
"Cassidy, Bill",R,115s464
"Gillibrand, Kirsten E.",D,115s464
"Klobuchar, Amy",D,115s464
"Warren, Elizabeth",D,115s464
"Rounds, Mike",R,115s465
"Lankford, James",R,115s465
"McCain, John",R,115s465
"Flake, Jeff",R,115s466
"McCain, John",R,115s466
"Flake, Jeff",R,115s467
"Flake, Jeff",R,115s468
"McCain, John",R,115s468
"Heller, Dean",R,115s468
"Hatch, Orrin G.",R,115s468
"Sanders, Bernard",I,115s469
"Booker, Cory A.",D,115s469
"Casey, Robert P., Jr.",D,115s469
"Heinrich, Martin",D,115s469
"King, Angus S., Jr.",I,115s469
"Whitehouse, Sheldon",D,115s469
"Klobuchar, Amy",D,115s469
"Gillibrand, Kirsten E.",D,115s469
"Brown, Sherrod",D,115s469
"Reed, Jack",D,115s469
"Franken, Al",D,115s469
"Baldwin, Tammy",D,115s469
"Hassan, Margaret Wood",D,115s469
"Udall, Tom",D,115s469
"Stabenow, Debbie",D,115s469
"Shaheen, Jeanne",D,115s469
"Cantwell, Maria",D,115s469
"Van Hollen, Chris",D,115s469
"Blumenthal, Richard",D,115s469
"Manchin, Joe, III",D,115s469
"Merkley, Jeff",D,115s469
"Warren, Elizabeth",D,115s469
"Harris, Kamala D.",D,115s469
"Rubio, Marco",R,115s47
"Fischer, Deb",R,115s47
"Moran, Jerry",R,115s47
"Flake, Jeff",R,115s47
"Roberts, Pat",R,115s47
"Casey, Robert P., Jr.",D,115s470
"Wyden, Ron",D,115s470
"Brown, Sherrod",D,115s470
"Stabenow, Debbie",D,115s470
"Murray, Patty",D,115s470
"Cardin, Benjamin L.",D,115s470
"Menendez, Robert",D,115s470
"Gillibrand, Kirsten E.",D,115s470
"Hassan, Margaret Wood",D,115s470
"Franken, Al",D,115s470
"Hirono, Mazie K.",D,115s470
"Tester, Jon",D,115s471
"Moran, Jerry",R,115s472
"Tester, Jon",D,115s473
"Franken, Al",D,115s473
"Van Hollen, Chris",D,115s473
"Hassan, Margaret Wood",D,115s473
"Klobuchar, Amy",D,115s473
"Gillibrand, Kirsten E.",D,115s473
"Brown, Sherrod",D,115s473
"Peters, Gary C.",D,115s473
"Kaine, Tim",D,115s473
"Blumenthal, Richard",D,115s473
"Murray, Patty",D,115s473
"Baldwin, Tammy",D,115s473
"Graham, Lindsey",R,115s474
"Blunt, Roy",R,115s474
"Cotton, Tom",R,115s474
"Scott, Tim",R,115s474
"Cruz, Ted",R,115s474
"Burr, Richard",R,115s474
"Thune, John",R,115s474
"Rubio, Marco",R,115s474
"Boozman, John",R,115s474
"Rounds, Mike",R,115s474
"Collins, Susan M.",R,115s474
"Tillis, Thom",R,115s474
"Manchin, Joe, III",D,115s474
"Strange, Luther",R,115s474
"Young, Todd C.",R,115s474
"Barrasso, John",R,115s474
"Risch, James E.",R,115s474
"Kennedy, John",R,115s474
"Cornyn, John",R,115s474
"Menendez, Robert",D,115s474
"Udall, Tom",D,115s475
"Heinrich, Martin",D,115s475
"Rubio, Marco",R,115s476
"Durbin, Richard J.",D,115s477
"Casey, Robert P., Jr.",D,115s477
"Whitehouse, Sheldon",D,115s477
"Stabenow, Debbie",D,115s477
"Klobuchar, Amy",D,115s477
"Baldwin, Tammy",D,115s477
"Coons, Christopher A.",D,115s477
"Nelson, Bill",D,115s477
"Brown, Sherrod",D,115s477
"Young, Todd C.",R,115s477
"Wicker, Roger F.",R,115s477
"Cotton, Tom",R,115s478
"Boozman, John",R,115s478
"Cochran, Thad",R,115s478
"Donnelly, Joe",D,115s478
"Hyde-Smith, Cindy",R,115s478
"Brown, Sherrod",D,115s479
"Wicker, Roger F.",R,115s479
"Cardin, Benjamin L.",D,115s479
"Collins, Susan M.",R,115s479
"Reed, Jack",D,115s479
"Klobuchar, Amy",D,115s479
"Shaheen, Jeanne",D,115s479
"Warren, Elizabeth",D,115s479
"Gillibrand, Kirsten E.",D,115s479
"Cochran, Thad",R,115s479
"Booker, Cory A.",D,115s479
"Menendez, Robert",D,115s479
"Coons, Christopher A.",D,115s479
"Cotton, Tom",R,115s479
"Leahy, Patrick J.",D,115s479
"Baldwin, Tammy",D,115s479
"Whitehouse, Sheldon",D,115s479
"Stabenow, Debbie",D,115s479
"Blunt, Roy",R,115s479
"Peters, Gary C.",D,115s479
"Grassley, Chuck",R,115s479
"Merkley, Jeff",D,115s479
"Heitkamp, Heidi",D,115s479
"Franken, Al",D,115s479
"Heller, Dean",R,115s479
"Markey, Edward J.",D,115s479
"Blumenthal, Richard",D,115s479
"Tester, Jon",D,115s479
"Bennet, Michael F.",D,115s479
"Boozman, John",R,115s479
"Murkowski, Lisa",R,115s479
"Daines, Steve",R,115s479
"Risch, James E.",R,115s479
"Donnelly, Joe",D,115s479
"King, Angus S., Jr.",I,115s479
"Van Hollen, Chris",D,115s479
"Capito, Shelley Moore",R,115s479
"Fischer, Deb",R,115s479
"Hirono, Mazie K.",D,115s479
"Young, Todd C.",R,115s479
"Rounds, Mike",R,115s479
"Murphy, Christopher",D,115s479
"Cantwell, Maria",D,115s479
"Udall, Tom",D,115s479
"Cortez Masto, Catherine",D,115s479
"Feinstein, Dianne",D,115s479
"Nelson, Bill",D,115s479
"Jones, Doug",D,115s479
"Heinrich, Martin",D,115s479
"Smith, Tina",D,115s479
"Burr, Richard",R,115s479
"Moran, Jerry",R,115s479
"Hyde-Smith, Cindy",R,115s479
"Hassan, Margaret Wood",D,115s479
"Casey, Robert P., Jr.",D,115s479
"Duckworth, Tammy",D,115s479
"Ernst, Joni",R,115s479
"Carper, Thomas R.",D,115s479
"Manchin, Joe, III",D,115s479
"Harris, Kamala D.",D,115s479
"Sullivan, Dan",R,115s479
"Sanders, Bernard",I,115s479
"Heller, Dean",R,115s48
"Klobuchar, Amy",D,115s48
"Leahy, Patrick J.",D,115s48
"Portman, Rob",R,115s480
"Udall, Tom",D,115s480
"Feinstein, Dianne",D,115s480
"Markey, Edward J.",D,115s480
"Carper, Thomas R.",D,115s480
"Bennet, Michael F.",D,115s481
"Thune, John",R,115s482
"Murphy, Christopher",D,115s482
"Capito, Shelley Moore",R,115s482
"Donnelly, Joe",D,115s482
"Rounds, Mike",R,115s482
"Isakson, Johnny",R,115s482
"Wicker, Roger F.",R,115s482
"McCain, John",R,115s482
"Baldwin, Tammy",D,115s482
"Barrasso, John",R,115s482
"Moran, Jerry",R,115s482
"Peters, Gary C.",D,115s482
"Blunt, Roy",R,115s482
"Coons, Christopher A.",D,115s482
"Carper, Thomas R.",D,115s482
"King, Angus S., Jr.",I,115s482
"Heller, Dean",R,115s482
"Murray, Patty",D,115s483
"Menendez, Robert",D,115s484
"Hatch, Orrin G.",R,115s484
"Cortez Masto, Catherine",D,115s484
"Rubio, Marco",R,115s484
"Flake, Jeff",R,115s485
"Heinrich, Martin",D,115s485
"McCain, John",R,115s485
"Risch, James E.",R,115s485
"Crapo, Mike",R,115s485
"Gardner, Cory",R,115s485
"Heller, Dean",R,115s485
"Barrasso, John",R,115s485
"Daines, Steve",R,115s485
"Tester, Jon",D,115s485
"Bennet, Michael F.",D,115s485
"Casey, Robert P., Jr.",D,115s486
"Portman, Rob",R,115s486
"Coons, Christopher A.",D,115s486
"Gardner, Cory",R,115s486
"Brown, Sherrod",D,115s486
"Roberts, Pat",R,115s486
"Stabenow, Debbie",D,115s486
"Capito, Shelley Moore",R,115s486
"Gillibrand, Kirsten E.",D,115s486
"Blunt, Roy",R,115s486
"Klobuchar, Amy",D,115s486
"Baldwin, Tammy",D,115s486
"Leahy, Patrick J.",D,115s486
"Burr, Richard",R,115s486
"Tillis, Thom",R,115s486
"Markey, Edward J.",D,115s486
"Franken, Al",D,115s486
"Wicker, Roger F.",R,115s486
"Duckworth, Tammy",D,115s486
"Cochran, Thad",R,115s486
"Nelson, Bill",D,115s486
"Bennet, Michael F.",D,115s486
"Grassley, Chuck",R,115s486
"Barrasso, John",R,115s486
"Peters, Gary C.",D,115s486
"Jones, Doug",D,115s486
"Crapo, Mike",R,115s487
"Stabenow, Debbie",D,115s487
"Baldwin, Tammy",D,115s487
"Bennet, Michael F.",D,115s487
"Blunt, Roy",R,115s487
"Cochran, Thad",R,115s487
"Duckworth, Tammy",D,115s487
"Gardner, Cory",R,115s487
"Gillibrand, Kirsten E.",D,115s487
"Hirono, Mazie K.",D,115s487
"Isakson, Johnny",R,115s487
"King, Angus S., Jr.",I,115s487
"Klobuchar, Amy",D,115s487
"Leahy, Patrick J.",D,115s487
"Menendez, Robert",D,115s487
"Risch, James E.",R,115s487
"Donnelly, Joe",D,115s487
"Franken, Al",D,115s487
"Moran, Jerry",R,115s487
"Roberts, Pat",R,115s487
"Thune, John",R,115s487
"Boozman, John",R,115s487
"Tillis, Thom",R,115s487
"Collins, Susan M.",R,115s487
"Heitkamp, Heidi",D,115s487
"Wicker, Roger F.",R,115s487
"Toomey, Pat",R,115s488
"Warner, Mark R.",D,115s488
"Sasse, Ben",R,115s488
"Portman, Rob",R,115s489
"Fischer, Deb",R,115s489
"Burr, Richard",R,115s489
"Hoeven, John",R,115s489
"Murkowski, Lisa",R,115s49
"Sullivan, Dan",R,115s49
"Daines, Steve",R,115s490
"Tester, Jon",D,115s490
"Risch, James E.",R,115s490
"Daines, Steve",R,115s491
"Tester, Jon",D,115s491
"Risch, James E.",R,115s491
"Crapo, Mike",R,115s491
"Cornyn, John",R,115s492
"Casey, Robert P., Jr.",D,115s492
"Rubio, Marco",R,115s493
"Scott, Tim",R,115s493
"Flake, Jeff",R,115s493
"Inhofe, James M.",R,115s493
"Tillis, Thom",R,115s493
"Young, Todd C.",R,115s493
"Toomey, Pat",R,115s493
"Lee, Mike",R,115s493
"Cruz, Ted",R,115s493
"Daines, Steve",R,115s493
"Blunt, Roy",R,115s493
"Burr, Richard",R,115s493
"Hatch, Orrin G.",R,115s493
"McCain, John",R,115s493
"Boozman, John",R,115s493
"Grassley, Chuck",R,115s494
"Sanders, Bernard",I,115s495
"Duckworth, Tammy",D,115s496
"Durbin, Richard J.",D,115s496
"Young, Todd C.",R,115s496
"Capito, Shelley Moore",R,115s496
"Cantwell, Maria",D,115s497
"Grassley, Chuck",R,115s497
"Brown, Sherrod",D,115s497
"Gillibrand, Kirsten E.",D,115s497
"Coons, Christopher A.",D,115s497
"Franken, Al",D,115s497
"Tillis, Thom",R,115s497
"Merkley, Jeff",D,115s497
"Ernst, Joni",R,115s497
"Blunt, Roy",R,115s497
"Klobuchar, Amy",D,115s497
"Murray, Patty",D,115s497
"Tester, Jon",D,115s497
"Nelson, Bill",D,115s497
"Baldwin, Tammy",D,115s497
"Casey, Robert P., Jr.",D,115s497
"Cochran, Thad",R,115s497
"Blumenthal, Richard",D,115s497
"Cardin, Benjamin L.",D,115s497
"Wicker, Roger F.",R,115s497
"Carper, Thomas R.",D,115s497
"Stabenow, Debbie",D,115s497
"Bennet, Michael F.",D,115s497
"Boozman, John",R,115s497
"Cotton, Tom",R,115s497
"Shaheen, Jeanne",D,115s497
"Rounds, Mike",R,115s497
"Whitehouse, Sheldon",D,115s497
"Reed, Jack",D,115s497
"Daines, Steve",R,115s497
"Moran, Jerry",R,115s497
"Feinstein, Dianne",D,115s497
"Strange, Luther",R,115s497
"Schumer, Charles E.",D,115s497
"Duckworth, Tammy",D,115s497
"Udall, Tom",D,115s497
"Heinrich, Martin",D,115s497
"Van Hollen, Chris",D,115s497
"Donnelly, Joe",D,115s497
"Young, Todd C.",R,115s497
"Warren, Elizabeth",D,115s497
"Johnson, Ron",R,115s497
"King, Angus S., Jr.",I,115s497
"Leahy, Patrick J.",D,115s497
"Sullivan, Dan",R,115s497
"Sanders, Bernard",I,115s497
"Harris, Kamala D.",D,115s497
"Inhofe, James M.",R,115s497
"Markey, Edward J.",D,115s497
"Booker, Cory A.",D,115s497
"Menendez, Robert",D,115s497
"Kaine, Tim",D,115s497
"Hoeven, John",R,115s497
"Jones, Doug",D,115s497
"Heitkamp, Heidi",D,115s497
"Smith, Tina",D,115s497
"Capito, Shelley Moore",R,115s497
"Peters, Gary C.",D,115s497
"Rubio, Marco",R,115s497
"Hirono, Mazie K.",D,115s497
"Cortez Masto, Catherine",D,115s497
"McCaskill, Claire",D,115s497
"Lankford, James",R,115s497
"Murphy, Christopher",D,115s497
"Hyde-Smith, Cindy",R,115s497
"Murkowski, Lisa",R,115s497
"Durbin, Richard J.",D,115s497
"Wyden, Ron",D,115s498
"Peters, Gary C.",D,115s498
"Heller, Dean",R,115s498
"Van Hollen, Chris",D,115s498
"Cardin, Benjamin L.",D,115s498
"Booker, Cory A.",D,115s498
"Thune, John",R,115s499
"Gardner, Cory",R,115s5
"Jones, Doug",D,115s5
"Heller, Dean",R,115s50
"Heitkamp, Heidi",D,115s50
"Roberts, Pat",R,115s500
"McCaskill, Claire",D,115s500
"Ernst, Joni",R,115s500
"Tester, Jon",D,115s501
"Daines, Steve",R,115s501
"Franken, Al",D,115s502
"Klobuchar, Amy",D,115s502
"Smith, Tina",D,115s502
"Wyden, Ron",D,115s503
"Menendez, Robert",D,115s503
"Booker, Cory A.",D,115s503
"Cantwell, Maria",D,115s503
"Blumenthal, Richard",D,115s503
"Peters, Gary C.",D,115s503
"Gillibrand, Kirsten E.",D,115s503
"Hassan, Margaret Wood",D,115s503
"Baldwin, Tammy",D,115s503
"Shaheen, Jeanne",D,115s503
"Hirono, Mazie K.",D,115s504
"Daines, Steve",R,115s504
"Klobuchar, Amy",D,115s504
"Gardner, Cory",R,115s504
"Cassidy, Bill",R,115s505
"Bennet, Michael F.",D,115s505
"Young, Todd C.",R,115s505
"Casey, Robert P., Jr.",D,115s505
"Kennedy, John",R,115s505
"Thune, John",R,115s506
"Tester, Jon",D,115s507
"Wyden, Ron",D,115s508
"Merkley, Jeff",D,115s508
"Barrasso, John",R,115s509
"Enzi, Michael B.",R,115s509
"Murkowski, Lisa",R,115s509
"Risch, James E.",R,115s509
"Lee, Mike",R,115s509
"Grassley, Chuck",R,115s51
"Ernst, Joni",R,115s51
"McConnell, Mitch",R,115s51
"Lee, Mike",R,115s51
"Cruz, Ted",R,115s51
"Moran, Jerry",R,115s51
"Roberts, Pat",R,115s51
"Shelby, Richard C.",R,115s51
"Inhofe, James M.",R,115s51
"Wicker, Roger F.",R,115s51
"Hatch, Orrin G.",R,115s51
"Cotton, Tom",R,115s51
"Perdue, David",R,115s51
"Blumenthal, Richard",D,115s510
"Baldwin, Tammy",D,115s510
"Markey, Edward J.",D,115s510
"Wyden, Ron",D,115s510
"Brown, Sherrod",D,115s510
"Whitehouse, Sheldon",D,115s510
"Hirono, Mazie K.",D,115s510
"Coons, Christopher A.",D,115s510
"Warren, Elizabeth",D,115s510
"Schatz, Brian",D,115s510
"Feinstein, Dianne",D,115s510
"Gillibrand, Kirsten E.",D,115s510
"Sanders, Bernard",I,115s510
"Van Hollen, Chris",D,115s510
"Cardin, Benjamin L.",D,115s510
"Kaine, Tim",D,115s510
"Bennet, Michael F.",D,115s510
"Tester, Jon",D,115s510
"Durbin, Richard J.",D,115s510
"Hassan, Margaret Wood",D,115s510
"McCaskill, Claire",D,115s510
"Klobuchar, Amy",D,115s510
"Franken, Al",D,115s510
"Duckworth, Tammy",D,115s510
"Shaheen, Jeanne",D,115s510
"Murray, Patty",D,115s510
"Booker, Cory A.",D,115s510
"Merkley, Jeff",D,115s510
"Murphy, Christopher",D,115s510
"Peters, Gary C.",D,115s510
"Udall, Tom",D,115s510
"Harris, Kamala D.",D,115s510
"Heinrich, Martin",D,115s510
"Cantwell, Maria",D,115s510
"Schumer, Charles E.",D,115s510
"Cortez Masto, Catherine",D,115s510
"King, Angus S., Jr.",I,115s510
"Stabenow, Debbie",D,115s510
"Menendez, Robert",D,115s510
"Leahy, Patrick J.",D,115s510
"Warner, Mark R.",D,115s510
"Smith, Tina",D,115s510
"Carper, Thomas R.",D,115s510
"Manchin, Joe, III",D,115s511
"Barrasso, John",R,115s512
"Whitehouse, Sheldon",D,115s512
"Inhofe, James M.",R,115s512
"Booker, Cory A.",D,115s512
"Crapo, Mike",R,115s512
"Fischer, Deb",R,115s512
"Capito, Shelley Moore",R,115s512
"Manchin, Joe, III",D,115s512
"Casey, Robert P., Jr.",D,115s512
"Duckworth, Tammy",D,115s512
"Flake, Jeff",R,115s512
"Carper, Thomas R.",D,115s512
"Rounds, Mike",R,115s512
"Coons, Christopher A.",D,115s512
"Cornyn, John",R,115s512
"Hatch, Orrin G.",R,115s512
"Peters, Gary C.",D,115s512
"Kennedy, John",R,115s512
"Risch, James E.",R,115s512
"Wyden, Ron",D,115s513
"Merkley, Jeff",D,115s513
"Perdue, David",R,115s514
"Peters, Gary C.",D,115s514
"Roberts, Pat",R,115s514
"Heller, Dean",R,115s514
"Cortez Masto, Catherine",D,115s514
"Young, Todd C.",R,115s514
"Shaheen, Jeanne",D,115s514
"Nelson, Bill",D,115s514
"Rubio, Marco",R,115s514
"Casey, Robert P., Jr.",D,115s515
"Brown, Sherrod",D,115s515
"McCaskill, Claire",D,115s515
"Manchin, Joe, III",D,115s515
"Durbin, Richard J.",D,115s515
"Baldwin, Tammy",D,115s515
"Stabenow, Debbie",D,115s515
"Donnelly, Joe",D,115s515
"Heitkamp, Heidi",D,115s515
"Blumenthal, Richard",D,115s515
"Tester, Jon",D,115s515
"Peters, Gary C.",D,115s515
"Merkley, Jeff",D,115s515
"Harris, Kamala D.",D,115s515
"Kaine, Tim",D,115s515
"Smith, Tina",D,115s515
"Murphy, Christopher",D,115s515
"Jones, Doug",D,115s515
"Cortez Masto, Catherine",D,115s515
"Van Hollen, Chris",D,115s515
"Warner, Mark R.",D,115s516
"Gardner, Cory",R,115s516
"Blumenthal, Richard",D,115s516
"Warren, Elizabeth",D,115s516
"Durbin, Richard J.",D,115s516
"Fischer, Deb",R,115s517
"Donnelly, Joe",D,115s517
"Grassley, Chuck",R,115s517
"Blunt, Roy",R,115s517
"McCaskill, Claire",D,115s517
"Ernst, Joni",R,115s517
"Heitkamp, Heidi",D,115s517
"Hoeven, John",R,115s517
"Sasse, Ben",R,115s517
"Baldwin, Tammy",D,115s517
"Thune, John",R,115s517
"Roberts, Pat",R,115s517
"Klobuchar, Amy",D,115s517
"Durbin, Richard J.",D,115s517
"Duckworth, Tammy",D,115s517
"Rounds, Mike",R,115s517
"Franken, Al",D,115s517
"Moran, Jerry",R,115s517
"Smith, Tina",D,115s517
"Wicker, Roger F.",R,115s518
"Heitkamp, Heidi",D,115s518
"Boozman, John",R,115s518
"Barrasso, John",R,115s518
"Crapo, Mike",R,115s518
"Franken, Al",D,115s518
"Hirono, Mazie K.",D,115s518
"Klobuchar, Amy",D,115s518
"Manchin, Joe, III",D,115s518
"Risch, James E.",R,115s518
"Schatz, Brian",D,115s518
"Tester, Jon",D,115s518
"Enzi, Michael B.",R,115s518
"Capito, Shelley Moore",R,115s518
"Udall, Tom",D,115s518
"Gillibrand, Kirsten E.",D,115s519
"Schumer, Charles E.",D,115s519
"Hassan, Margaret Wood",D,115s519
"Warren, Elizabeth",D,115s519
"Grassley, Chuck",R,115s52
"Tillis, Thom",R,115s52
"Cruz, Ted",R,115s52
"Inhofe, James M.",R,115s52
"Boozman, John",R,115s52
"Cotton, Tom",R,115s52
"Cassidy, Bill",R,115s520
"Tester, Jon",D,115s521
"Risch, James E.",R,115s521
"Murray, Patty",D,115s521
"McCaskill, Claire",D,115s521
"Udall, Tom",D,115s521
"Heinrich, Martin",D,115s521
"Tester, Jon",D,115s522
"Manchin, Joe, III",D,115s523
"Klobuchar, Amy",D,115s523
"Heitkamp, Heidi",D,115s523
"Nelson, Bill",D,115s523
"King, Angus S., Jr.",I,115s523
"Murphy, Christopher",D,115s523
"Baldwin, Tammy",D,115s523
"Warren, Elizabeth",D,115s523
"Hassan, Margaret Wood",D,115s523
"Shaheen, Jeanne",D,115s523
"Blumenthal, Richard",D,115s523
"Whitehouse, Sheldon",D,115s523
"Smith, Tina",D,115s523
"Boozman, John",R,115s524
"Brown, Sherrod",D,115s524
"Cochran, Thad",R,115s524
"Cotton, Tom",R,115s524
"Isakson, Johnny",R,115s524
"Wicker, Roger F.",R,115s524
"Stabenow, Debbie",D,115s524
"Gillibrand, Kirsten E.",D,115s525
"Schumer, Charles E.",D,115s525
"Fischer, Deb",R,115s526
"Risch, James E.",R,115s526
"Coons, Christopher A.",D,115s526
"Scott, Tim",R,115s526
"Gillibrand, Kirsten E.",D,115s526
"Shaheen, Jeanne",D,115s526
"Peters, Gary C.",D,115s526
"Donnelly, Joe",D,115s526
"Duckworth, Tammy",D,115s526
"Blunt, Roy",R,115s527
"Cassidy, Bill",R,115s527
"Capito, Shelley Moore",R,115s527
"Heller, Dean",R,115s527
"Perdue, David",R,115s527
"Tester, Jon",D,115s528
"Baldwin, Tammy",D,115s528
"Booker, Cory A.",D,115s528
"Blumenthal, Richard",D,115s528
"Coons, Christopher A.",D,115s528
"Durbin, Richard J.",D,115s528
"Franken, Al",D,115s528
"Gillibrand, Kirsten E.",D,115s528
"Heitkamp, Heidi",D,115s528
"Markey, Edward J.",D,115s528
"Warren, Elizabeth",D,115s528
"Whitehouse, Sheldon",D,115s528
"King, Angus S., Jr.",I,115s528
"Klobuchar, Amy",D,115s528
"Feinstein, Dianne",D,115s528
"Van Hollen, Chris",D,115s528
"Boozman, John",R,115s529
"Cotton, Tom",R,115s529
"Cantwell, Maria",D,115s53
"Sullivan, Dan",R,115s53
"Schatz, Brian",D,115s53
"Murkowski, Lisa",R,115s53
"Manchin, Joe, III",D,115s530
"Paul, Rand",R,115s531
"Paul, Rand",R,115s532
"Nelson, Bill",D,115s533
"Schumer, Charles E.",D,115s533
"Blumenthal, Richard",D,115s533
"Feinstein, Dianne",D,115s533
"Gillibrand, Kirsten E.",D,115s533
"Markey, Edward J.",D,115s533
"Menendez, Robert",D,115s533
"Murphy, Christopher",D,115s533
"Reed, Jack",D,115s533
"Whitehouse, Sheldon",D,115s533
"Hassan, Margaret Wood",D,115s533
"Van Hollen, Chris",D,115s533
"Feinstein, Dianne",D,115s534
"Collins, Susan M.",R,115s534
"Grassley, Chuck",R,115s534
"Nelson, Bill",D,115s534
"Flake, Jeff",R,115s534
"Donnelly, Joe",D,115s534
"Rubio, Marco",R,115s534
"McCaskill, Claire",D,115s534
"Ernst, Joni",R,115s534
"Klobuchar, Amy",D,115s534
"Shaheen, Jeanne",D,115s534
"Blumenthal, Richard",D,115s534
"Warren, Elizabeth",D,115s534
"Harris, Kamala D.",D,115s534
"Cortez Masto, Catherine",D,115s534
"Young, Todd C.",R,115s534
"Hirono, Mazie K.",D,115s534
"Franken, Al",D,115s534
"Markey, Edward J.",D,115s534
"Sullivan, Dan",R,115s534
"Merkley, Jeff",D,115s534
"Stabenow, Debbie",D,115s534
"Hatch, Orrin G.",R,115s534
"Cruz, Ted",R,115s534
"Durbin, Richard J.",D,115s534
"Gillibrand, Kirsten E.",D,115s534
"Menendez, Robert",D,115s534
"Bennet, Michael F.",D,115s534
"Kennedy, John",R,115s534
"Van Hollen, Chris",D,115s534
"Thune, John",R,115s534
"Thune, John",R,115s535
"Reed, Jack",D,115s536
"Collins, Susan M.",R,115s536
"Warner, Mark R.",D,115s536
"McCain, John",R,115s536
