name,party,bill
"Enzi, Michael B.",R,115s1
"Cardin, Benjamin L.",D,115s10
"Wicker, Roger F.",R,115s10
"Alexander, Lamar",R,115s100
"Franken, Al",D,115s1000
"Murray, Patty",D,115s1000
"Brown, Sherrod",D,115s1000
"Warren, Elizabeth",D,115s1000
"Markey, Edward J.",D,115s1000
"Crapo, Mike",R,115s1001
"Blumenthal, Richard",D,115s1001
"Murphy, Christopher",D,115s1001
"Cassidy, Bill",R,115s1001
"Alexander, Lamar",R,115s1001
"Bennet, Michael F.",D,115s1001
"Moran, Jerry",R,115s1002
"Tester, Jon",D,115s1002
"Heitkamp, Heidi",D,115s1002
"Tillis, Thom",R,115s1002
"Manchin, Joe, III",D,115s1002
"Donnelly, Joe",D,115s1002
"Klobuchar, Amy",D,115s1002
"Scott, Tim",R,115s1002
"Daines, Steve",R,115s1002
"Perdue, David",R,115s1002
"Blunt, Roy",R,115s1002
"Inhofe, James M.",R,115s1002
"Grassley, Chuck",R,115s1002
"Rubio, Marco",R,115s1002
"Barrasso, John",R,115s1002
"Fischer, Deb",R,115s1002
"Enzi, Michael B.",R,115s1002
"Bennet, Michael F.",D,115s1002
"Heller, Dean",R,115s1002
"Ernst, Joni",R,115s1002
"Rounds, Mike",R,115s1002
"Heinrich, Martin",D,115s1002
"Kennedy, John",R,115s1002
"King, Angus S., Jr.",I,115s1002
"Flake, Jeff",R,115s1002
"Udall, Tom",D,115s1002
"Toomey, Pat",R,115s1002
"Capito, Shelley Moore",R,115s1002
"Shaheen, Jeanne",D,115s1002
"Portman, Rob",R,115s1002
"Hoeven, John",R,115s1002
"Risch, James E.",R,115s1002
"Lankford, James",R,115s1002
"Warner, Mark R.",D,115s1002
"Cotton, Tom",R,115s1002
"Kaine, Tim",D,115s1002
"Grassley, Chuck",R,115s1003
"Casey, Robert P., Jr.",D,115s1003
"Kaine, Tim",D,115s1004
"Portman, Rob",R,115s1004
"Baldwin, Tammy",D,115s1004
"Capito, Shelley Moore",R,115s1004
"Young, Todd C.",R,115s1004
"Hassan, Margaret Wood",D,115s1004
"Franken, Al",D,115s1004
"Stabenow, Debbie",D,115s1004
"Wyden, Ron",D,115s1005
"Merkley, Jeff",D,115s1006
"Baldwin, Tammy",D,115s1006
"Booker, Cory A.",D,115s1006
"Bennet, Michael F.",D,115s1006
"Blumenthal, Richard",D,115s1006
"Brown, Sherrod",D,115s1006
"Cantwell, Maria",D,115s1006
"Cardin, Benjamin L.",D,115s1006
"Carper, Thomas R.",D,115s1006
"Casey, Robert P., Jr.",D,115s1006
"Coons, Christopher A.",D,115s1006
"Cortez Masto, Catherine",D,115s1006
"Duckworth, Tammy",D,115s1006
"Durbin, Richard J.",D,115s1006
"Feinstein, Dianne",D,115s1006
"Franken, Al",D,115s1006
"Gillibrand, Kirsten E.",D,115s1006
"Harris, Kamala D.",D,115s1006
"Hassan, Margaret Wood",D,115s1006
"Heinrich, Martin",D,115s1006
"Heitkamp, Heidi",D,115s1006
"Hirono, Mazie K.",D,115s1006
"Kaine, Tim",D,115s1006
"King, Angus S., Jr.",I,115s1006
"Klobuchar, Amy",D,115s1006
"Leahy, Patrick J.",D,115s1006
"Markey, Edward J.",D,115s1006
"McCaskill, Claire",D,115s1006
"Menendez, Robert",D,115s1006
"Murphy, Christopher",D,115s1006
"Murray, Patty",D,115s1006
"Nelson, Bill",D,115s1006
"Peters, Gary C.",D,115s1006
"Reed, Jack",D,115s1006
"Sanders, Bernard",I,115s1006
"Schatz, Brian",D,115s1006
"Schumer, Charles E.",D,115s1006
"Shaheen, Jeanne",D,115s1006
"Stabenow, Debbie",D,115s1006
"Tester, Jon",D,115s1006
"Udall, Tom",D,115s1006
"Van Hollen, Chris",D,115s1006
"Warner, Mark R.",D,115s1006
"Warren, Elizabeth",D,115s1006
"Whitehouse, Sheldon",D,115s1006
"Wyden, Ron",D,115s1006
"Smith, Tina",D,115s1006
"Jones, Doug",D,115s1006
"Gardner, Cory",R,115s1007
"Hatch, Orrin G.",R,115s1007
"Heller, Dean",R,115s1007
"Sullivan, Dan",R,115s1007
"Daines, Steve",R,115s1007
"Gardner, Cory",R,115s1008
"Merkley, Jeff",D,115s1008
"Alexander, Lamar",R,115s1008
"Hatch, Orrin G.",R,115s1008
"Isakson, Johnny",R,115s1008
"Lee, Mike",R,115s1008
"Johnson, Ron",R,115s1008
"Baldwin, Tammy",D,115s1008
"Warner, Mark R.",D,115s1008
"Blunt, Roy",R,115s1008
"Graham, Lindsey",R,115s1008
"Wyden, Ron",D,115s1008
"Klobuchar, Amy",D,115s1008
"King, Angus S., Jr.",I,115s1009
"Franken, Al",D,115s1009
"Murkowski, Lisa",R,115s101
"Sullivan, Dan",R,115s101
"Grassley, Chuck",R,115s1010
"Feinstein, Dianne",D,115s1010
"Leahy, Patrick J.",D,115s1010
"Hatch, Orrin G.",R,115s1010
"Cornyn, John",R,115s1011
"Rubio, Marco",R,115s1011
"Portman, Rob",R,115s1011
"Warner, Mark R.",D,115s1011
"Blumenthal, Richard",D,115s1011
"Coons, Christopher A.",D,115s1011
"Udall, Tom",D,115s1012
"Heinrich, Martin",D,115s1012
"Capito, Shelley Moore",R,115s1013
"Coons, Christopher A.",D,115s1013
"Fischer, Deb",R,115s1014
"Booker, Cory A.",D,115s1014
"Nelson, Bill",D,115s1014
"Warren, Elizabeth",D,115s1014
"Rubio, Marco",R,115s1014
"Strange, Luther",R,115s1014
"Kennedy, John",R,115s1014
"Menendez, Robert",D,115s1014
"Cornyn, John",R,115s1014
"Brown, Sherrod",D,115s1014
"Murphy, Christopher",D,115s1014
"Hatch, Orrin G.",R,115s1015
"Donnelly, Joe",D,115s1015
"Sullivan, Dan",R,115s1015
"Udall, Tom",D,115s1015
"Heller, Dean",R,115s1015
"Baldwin, Tammy",D,115s1015
"Schatz, Brian",D,115s1015
"Shaheen, Jeanne",D,115s1015
"Schatz, Brian",D,115s1016
"Wicker, Roger F.",R,115s1016
"Cochran, Thad",R,115s1016
"Cardin, Benjamin L.",D,115s1016
"Thune, John",R,115s1016
"Warner, Mark R.",D,115s1016
"Capito, Shelley Moore",R,115s1016
"Kaine, Tim",D,115s1016
"Daines, Steve",R,115s1016
"Klobuchar, Amy",D,115s1016
"Graham, Lindsey",R,115s1016
"Bennet, Michael F.",D,115s1016
"Blunt, Roy",R,115s1016
"Shaheen, Jeanne",D,115s1016
"Rounds, Mike",R,115s1016
"Coons, Christopher A.",D,115s1016
"Strange, Luther",R,115s1016
"Nelson, Bill",D,115s1016
"Lankford, James",R,115s1016
"Heinrich, Martin",D,115s1016
"Murkowski, Lisa",R,115s1016
"Tester, Jon",D,115s1016
"Inhofe, James M.",R,115s1016
"King, Angus S., Jr.",I,115s1016
"Hyde-Smith, Cindy",R,115s1016
"McCaskill, Claire",D,115s1016
"Sullivan, Dan",R,115s1016
"Whitehouse, Sheldon",D,115s1016
"Hoeven, John",R,115s1017
"Heitkamp, Heidi",D,115s1017
"Cardin, Benjamin L.",D,115s1018
"Rubio, Marco",R,115s1018
"Durbin, Richard J.",D,115s1018
"Cornyn, John",R,115s1018
"Menendez, Robert",D,115s1018
"McCain, John",R,115s1018
"Nelson, Bill",D,115s1018
"Kaine, Tim",D,115s1018
"Van Hollen, Chris",D,115s1018
"Gardner, Cory",R,115s1018
"Leahy, Patrick J.",D,115s1018
"Coons, Christopher A.",D,115s1018
"Tillis, Thom",R,115s1018
"Peters, Gary C.",D,115s1018
"Baldwin, Tammy",D,115s1018
"Blumenthal, Richard",D,115s1019
"Cantwell, Maria",D,115s102
"Booker, Cory A.",D,115s102
"Thune, John",R,115s102
"Rubio, Marco",R,115s102
"Nelson, Bill",D,115s102
"Menendez, Robert",D,115s102
"Schumer, Charles E.",D,115s102
"Baldwin, Tammy",D,115s1020
"Reed, Jack",D,115s1020
"Kaine, Tim",D,115s1020
"Whitehouse, Sheldon",D,115s1020
"Blumenthal, Richard",D,115s1020
"Feinstein, Dianne",D,115s1020
"Manchin, Joe, III",D,115s1020
"Gillibrand, Kirsten E.",D,115s1020
"Warren, Elizabeth",D,115s1020
"Franken, Al",D,115s1020
"Merkley, Jeff",D,115s1020
"Hirono, Mazie K.",D,115s1020
"Duckworth, Tammy",D,115s1020
"Booker, Cory A.",D,115s1020
"Murphy, Christopher",D,115s1021
"Blumenthal, Richard",D,115s1021
"Boozman, John",R,115s1021
"Klobuchar, Amy",D,115s1021
"Isakson, Johnny",R,115s1022
"Duckworth, Tammy",D,115s1022
"Cornyn, John",R,115s1022
"Cotton, Tom",R,115s1022
"Brown, Sherrod",D,115s1022
"Merkley, Jeff",D,115s1022
"Van Hollen, Chris",D,115s1022
"Heller, Dean",R,115s1022
"Klobuchar, Amy",D,115s1022
"Warren, Elizabeth",D,115s1022
"Booker, Cory A.",D,115s1022
"Cardin, Benjamin L.",D,115s1022
"Portman, Rob",R,115s1023
"Burr, Richard",R,115s1023
"Whitehouse, Sheldon",D,115s1023
"Udall, Tom",D,115s1023
"Schatz, Brian",D,115s1023
"Blumenthal, Richard",D,115s1023
"Duckworth, Tammy",D,115s1023
"Merkley, Jeff",D,115s1023
"Carper, Thomas R.",D,115s1023
"Markey, Edward J.",D,115s1023
"Isakson, Johnny",R,115s1024
"Blumenthal, Richard",D,115s1024
"Tester, Jon",D,115s1024
"Daines, Steve",R,115s1024
"Hassan, Margaret Wood",D,115s1024
"Udall, Tom",D,115s1024
"King, Angus S., Jr.",I,115s1024
"Baldwin, Tammy",D,115s1024
"Kaine, Tim",D,115s1024
"Hatch, Orrin G.",R,115s1024
"Capito, Shelley Moore",R,115s1024
"Collins, Susan M.",R,115s1024
"Durbin, Richard J.",D,115s1024
"Thune, John",R,115s1024
"Heller, Dean",R,115s1024
"Crapo, Mike",R,115s1024
"Cochran, Thad",R,115s1024
"Warner, Mark R.",D,115s1024
"Manchin, Joe, III",D,115s1024
"Hirono, Mazie K.",D,115s1024
"Brown, Sherrod",D,115s1024
"Enzi, Michael B.",R,115s1024
"Rounds, Mike",R,115s1024
"Nelson, Bill",D,115s1024
"McCaskill, Claire",D,115s1024
"Heinrich, Martin",D,115s1024
"Donnelly, Joe",D,115s1024
"Hoeven, John",R,115s1024
"Casey, Robert P., Jr.",D,115s1024
"Shaheen, Jeanne",D,115s1024
"Wicker, Roger F.",R,115s1024
"Roberts, Pat",R,115s1024
"Flake, Jeff",R,115s1025
"Shaheen, Jeanne",D,115s1025
"Casey, Robert P., Jr.",D,115s1026
"Wyden, Ron",D,115s1026
"Whitehouse, Sheldon",D,115s1026
"Gillibrand, Kirsten E.",D,115s1026
"Udall, Tom",D,115s1026
"Heinrich, Martin",D,115s1026
"Carper, Thomas R.",D,115s1026
"Blumenthal, Richard",D,115s1026
"Hatch, Orrin G.",R,115s1027
"Wyden, Ron",D,115s1027
"Crapo, Mike",R,115s1027
"Cantwell, Maria",D,115s1027
"Risch, James E.",R,115s1027
"Heinrich, Martin",D,115s1027
"Daines, Steve",R,115s1027
"Manchin, Joe, III",D,115s1027
"Gardner, Cory",R,115s1027
"Feinstein, Dianne",D,115s1027
"Murkowski, Lisa",R,115s1027
"Tester, Jon",D,115s1027
"Sullivan, Dan",R,115s1027
"Bennet, Michael F.",D,115s1027
"Merkley, Jeff",D,115s1027
"Heller, Dean",R,115s1027
"Murray, Patty",D,115s1027
"Capito, Shelley Moore",R,115s1027
"Sanders, Bernard",I,115s1027
"Franken, Al",D,115s1027
"McCaskill, Claire",D,115s1027
"Baldwin, Tammy",D,115s1027
"Udall, Tom",D,115s1027
"Rounds, Mike",R,115s1027
"Boozman, John",R,115s1027
"Booker, Cory A.",D,115s1027
"Shaheen, Jeanne",D,115s1027
"Hirono, Mazie K.",D,115s1027
"Duckworth, Tammy",D,115s1027
"Hassan, Margaret Wood",D,115s1027
"Wicker, Roger F.",R,115s1027
"Peters, Gary C.",D,115s1027
"Smith, Tina",D,115s1027
"Cortez Masto, Catherine",D,115s1027
"Collins, Susan M.",R,115s1028
"Baldwin, Tammy",D,115s1028
"Murkowski, Lisa",R,115s1028
"Bennet, Michael F.",D,115s1028
"Stabenow, Debbie",D,115s1028
"Coons, Christopher A.",D,115s1028
"Donnelly, Joe",D,115s1028
"Franken, Al",D,115s1028
"Warren, Elizabeth",D,115s1028
"Klobuchar, Amy",D,115s1028
"Nelson, Bill",D,115s1028
"Merkley, Jeff",D,115s1028
"Tester, Jon",D,115s1028
"Capito, Shelley Moore",R,115s1028
"Shaheen, Jeanne",D,115s1028
"King, Angus S., Jr.",I,115s1028
"King, Angus S., Jr.",I,115s1029
"Flake, Jeff",R,115s1029
"Lee, Mike",R,115s103
"Rubio, Marco",R,115s103
"Enzi, Michael B.",R,115s103
"King, Angus S., Jr.",I,115s1030
"Flake, Jeff",R,115s1030
"Daines, Steve",R,115s1031
"Roberts, Pat",R,115s1032
"Roberts, Pat",R,115s1033
"Feinstein, Dianne",D,115s1034
"Leahy, Patrick J.",D,115s1034
"Bennet, Michael F.",D,115s1034
"Hirono, Mazie K.",D,115s1034
"Harris, Kamala D.",D,115s1034
"Gillibrand, Kirsten E.",D,115s1034
"Udall, Tom",D,115s1034
"Franken, Al",D,115s1034
"Merkley, Jeff",D,115s1034
"Wyden, Ron",D,115s1034
"Murphy, Christopher",D,115s1034
"Blumenthal, Richard",D,115s1034
"Booker, Cory A.",D,115s1034
"Heinrich, Martin",D,115s1035
"Murphy, Christopher",D,115s1035
"Murray, Patty",D,115s1035
"Wyden, Ron",D,115s1035
"Durbin, Richard J.",D,115s1035
"Van Hollen, Chris",D,115s1035
"Hassan, Margaret Wood",D,115s1035
"Carper, Thomas R.",D,115s1035
"Feinstein, Dianne",D,115s1035
"Blumenthal, Richard",D,115s1035
"Shaheen, Jeanne",D,115s1035
"Harris, Kamala D.",D,115s1035
"Bennet, Michael F.",D,115s1035
"Whitehouse, Sheldon",D,115s1035
"Merkley, Jeff",D,115s1035
"Duckworth, Tammy",D,115s1035
"Booker, Cory A.",D,115s1035
"Cardin, Benjamin L.",D,115s1035
"Warren, Elizabeth",D,115s1035
"Baldwin, Tammy",D,115s1035
"Kaine, Tim",D,115s1035
"Wyden, Ron",D,115s1036
"King, Angus S., Jr.",I,115s1036
"Merkley, Jeff",D,115s1036
"Schatz, Brian",D,115s1036
"Hirono, Mazie K.",D,115s1036
"Reed, Jack",D,115s1036
"Markey, Edward J.",D,115s1037
"Blumenthal, Richard",D,115s1037
"Ernst, Joni",R,115s1038
"Gillibrand, Kirsten E.",D,115s1038
"Hirono, Mazie K.",D,115s1038
"Duckworth, Tammy",D,115s1038
"Flake, Jeff",R,115s1039
"McCain, John",R,115s1039
"Gillibrand, Kirsten E.",D,115s104
"Portman, Rob",R,115s104
"Rubio, Marco",R,115s104
"Blumenthal, Richard",D,115s104
"Harris, Kamala D.",D,115s104
"Capito, Shelley Moore",R,115s104
"Whitehouse, Sheldon",D,115s104
"Hirono, Mazie K.",D,115s104
"Hassan, Margaret Wood",D,115s104
"Wyden, Ron",D,115s104
"Coons, Christopher A.",D,115s104
"Cortez Masto, Catherine",D,115s104
"Warren, Elizabeth",D,115s104
"Franken, Al",D,115s104
"Brown, Sherrod",D,115s104
"Merkley, Jeff",D,115s104
"Johnson, Ron",R,115s1040
"McCain, John",R,115s1040
"Rubio, Marco",R,115s1041
"Bennet, Michael F.",D,115s1042
"Isakson, Johnny",R,115s1042
"Shaheen, Jeanne",D,115s1042
"Merkley, Jeff",D,115s1042
"Coons, Christopher A.",D,115s1042
"Franken, Al",D,115s1042
"Blunt, Roy",R,115s1042
"Wicker, Roger F.",R,115s1042
"Cortez Masto, Catherine",D,115s1042
"Collins, Susan M.",R,115s1042
"Hassan, Margaret Wood",D,115s1042
"Cardin, Benjamin L.",D,115s1042
"Portman, Rob",R,115s1042
"Bennet, Michael F.",D,115s1043
"Hatch, Orrin G.",R,115s1043
"Capito, Shelley Moore",R,115s1044
"Brown, Sherrod",D,115s1044
"Cotton, Tom",R,115s1044
"Manchin, Joe, III",D,115s1044
"Boozman, John",R,115s1044
"Wicker, Roger F.",R,115s1044
"Murray, Patty",D,115s1045
"Blumenthal, Richard",D,115s1045
"Tester, Jon",D,115s1045
"Baldwin, Tammy",D,115s1045
"Bennet, Michael F.",D,115s1045
"Booker, Cory A.",D,115s1045
"Brown, Sherrod",D,115s1045
"Cantwell, Maria",D,115s1045
"Cardin, Benjamin L.",D,115s1045
"Carper, Thomas R.",D,115s1045
"Casey, Robert P., Jr.",D,115s1045
"Coons, Christopher A.",D,115s1045
"Cortez Masto, Catherine",D,115s1045
"Donnelly, Joe",D,115s1045
"Duckworth, Tammy",D,115s1045
"Durbin, Richard J.",D,115s1045
"Feinstein, Dianne",D,115s1045
"Franken, Al",D,115s1045
"Gillibrand, Kirsten E.",D,115s1045
"Harris, Kamala D.",D,115s1045
"Hassan, Margaret Wood",D,115s1045
"Heinrich, Martin",D,115s1045
"Heitkamp, Heidi",D,115s1045
"Hirono, Mazie K.",D,115s1045
"Kaine, Tim",D,115s1045
"King, Angus S., Jr.",I,115s1045
"Klobuchar, Amy",D,115s1045
"Leahy, Patrick J.",D,115s1045
"Markey, Edward J.",D,115s1045
"McCaskill, Claire",D,115s1045
"Menendez, Robert",D,115s1045
"Merkley, Jeff",D,115s1045
"Murphy, Christopher",D,115s1045
"Nelson, Bill",D,115s1045
"Peters, Gary C.",D,115s1045
"Reed, Jack",D,115s1045
"Sanders, Bernard",I,115s1045
"Schatz, Brian",D,115s1045
"Schumer, Charles E.",D,115s1045
"Shaheen, Jeanne",D,115s1045
"Stabenow, Debbie",D,115s1045
"Udall, Tom",D,115s1045
"Van Hollen, Chris",D,115s1045
"Warner, Mark R.",D,115s1045
"Warren, Elizabeth",D,115s1045
"Whitehouse, Sheldon",D,115s1045
"Wyden, Ron",D,115s1045
"Heller, Dean",R,115s1046
"Cortez Masto, Catherine",D,115s1046
"Burr, Richard",R,115s1047
"Hatch, Orrin G.",R,115s1048
"Bennet, Michael F.",D,115s1048
"Burr, Richard",R,115s1048
"Casey, Robert P., Jr.",D,115s1048
"Hassan, Margaret Wood",D,115s1049
"Young, Todd C.",R,115s1049
"Fischer, Deb",R,115s105
"Johnson, Ron",R,115s105
"Barrasso, John",R,115s105
"Flake, Jeff",R,115s105
"Sasse, Ben",R,115s105
"Duckworth, Tammy",D,115s1050
"Cochran, Thad",R,115s1050
"Hirono, Mazie K.",D,115s1050
"Feinstein, Dianne",D,115s1050
"Risch, James E.",R,115s1050
"Schatz, Brian",D,115s1050
"Heller, Dean",R,115s1050
"Gardner, Cory",R,115s1050
"Wicker, Roger F.",R,115s1050
"Inhofe, James M.",R,115s1050
"Rubio, Marco",R,115s1050
"Franken, Al",D,115s1050
"Durbin, Richard J.",D,115s1050
"Baldwin, Tammy",D,115s1050
"Gillibrand, Kirsten E.",D,115s1050
"Klobuchar, Amy",D,115s1050
"Van Hollen, Chris",D,115s1050
"Wyden, Ron",D,115s1050
"Whitehouse, Sheldon",D,115s1050
"Merkley, Jeff",D,115s1050
"Reed, Jack",D,115s1050
"Schumer, Charles E.",D,115s1050
"Heinrich, Martin",D,115s1050
"Kennedy, John",R,115s1050
"Cardin, Benjamin L.",D,115s1050
"Murphy, Christopher",D,115s1050
"Hassan, Margaret Wood",D,115s1050
"Blumenthal, Richard",D,115s1050
"Warren, Elizabeth",D,115s1050
"Cantwell, Maria",D,115s1050
"Shaheen, Jeanne",D,115s1050
"Tester, Jon",D,115s1050
"Cortez Masto, Catherine",D,115s1050
"Young, Todd C.",R,115s1050
"Markey, Edward J.",D,115s1050
"Cassidy, Bill",R,115s1050
"Smith, Tina",D,115s1050
"Brown, Sherrod",D,115s1050
"Roberts, Pat",R,115s1050
"Kaine, Tim",D,115s1050
"Boozman, John",R,115s1050
"Peters, Gary C.",D,115s1050
"Sanders, Bernard",I,115s1050
"Stabenow, Debbie",D,115s1050
"Jones, Doug",D,115s1050
"Harris, Kamala D.",D,115s1050
"Murray, Patty",D,115s1050
"Menendez, Robert",D,115s1050
"Carper, Thomas R.",D,115s1050
"Murkowski, Lisa",R,115s1050
"Warner, Mark R.",D,115s1050
"Collins, Susan M.",R,115s1050
"Toomey, Pat",R,115s1050
"Ernst, Joni",R,115s1050
"King, Angus S., Jr.",I,115s1050
"Coons, Christopher A.",D,115s1050
"Bennet, Michael F.",D,115s1050
"Udall, Tom",D,115s1050
"Booker, Cory A.",D,115s1050
"Heitkamp, Heidi",D,115s1050
"Leahy, Patrick J.",D,115s1050
"Isakson, Johnny",R,115s1050
"Donnelly, Joe",D,115s1050
"Casey, Robert P., Jr.",D,115s1050
"Hatch, Orrin G.",R,115s1050
"McCaskill, Claire",D,115s1050
"Nelson, Bill",D,115s1050
"Hyde-Smith, Cindy",R,115s1050
"Crapo, Mike",R,115s1050
"Rubio, Marco",R,115s1051
"Brown, Sherrod",D,115s1051
"Gardner, Cory",R,115s1051
"Inhofe, James M.",R,115s1051
"Menendez, Robert",D,115s1051
"Peters, Gary C.",D,115s1051
"Wyden, Ron",D,115s1051
"Cruz, Ted",R,115s1051
"Wicker, Roger F.",R,115s1052
"Klobuchar, Amy",D,115s1052
"Hatch, Orrin G.",R,115s1053
"Lee, Mike",R,115s1053
"Wicker, Roger F.",R,115s1054
"Markey, Edward J.",D,115s1054
"Cardin, Benjamin L.",D,115s1055
"Rubio, Marco",R,115s1055
"Markey, Edward J.",D,115s1055
"Schatz, Brian",D,115s1055
"Murphy, Christopher",D,115s1055
"Coons, Christopher A.",D,115s1055
"Van Hollen, Chris",D,115s1055
"Peters, Gary C.",D,115s1055
"Merkley, Jeff",D,115s1055
"Hirono, Mazie K.",D,115s1056
"Rounds, Mike",R,115s1056
"Nelson, Bill",D,115s1057
"Lee, Mike",R,115s1057
"Portman, Rob",R,115s1057
"Peters, Gary C.",D,115s1057
"Sullivan, Dan",R,115s1057
"Baldwin, Tammy",D,115s1057
"Brown, Sherrod",D,115s1057
"Murkowski, Lisa",R,115s1057
"Schumer, Charles E.",D,115s1057
"Kennedy, John",R,115s1058
"Gardner, Cory",R,115s1059
"Cruz, Ted",R,115s106
"Lee, Mike",R,115s106
"Rubio, Marco",R,115s106
"Paul, Rand",R,115s106
"Cruz, Ted",R,115s1060
"Udall, Tom",D,115s1061
"Wyden, Ron",D,115s1061
"Burr, Richard",R,115s1062
"Young, Todd C.",R,115s1062
"Brown, Sherrod",D,115s1063
"Warren, Elizabeth",D,115s1063
"Baldwin, Tammy",D,115s1063
"Sanders, Bernard",I,115s1063
"Harris, Kamala D.",D,115s1063
"Udall, Tom",D,115s1064
"Casey, Robert P., Jr.",D,115s1064
"Heinrich, Martin",D,115s1064
"Murray, Patty",D,115s1064
"Blumenthal, Richard",D,115s1064
"Gillibrand, Kirsten E.",D,115s1064
"Murphy, Christopher",D,115s1064
"Wyden, Ron",D,115s1064
"Van Hollen, Chris",D,115s1064
"Leahy, Patrick J.",D,115s1064
"Booker, Cory A.",D,115s1064
"Duckworth, Tammy",D,115s1064
"Hirono, Mazie K.",D,115s1064
"Smith, Tina",D,115s1064
"McCaskill, Claire",D,115s1065
"Blunt, Roy",R,115s1065
"Peters, Gary C.",D,115s1066
"Capito, Shelley Moore",R,115s1066
"Peters, Gary C.",D,115s1067
"Grassley, Chuck",R,115s1067
"Wyden, Ron",D,115s1068
"Schumer, Charles E.",D,115s1068
"Stabenow, Debbie",D,115s1068
"Cantwell, Maria",D,115s1068
"Menendez, Robert",D,115s1068
"Carper, Thomas R.",D,115s1068
"Cardin, Benjamin L.",D,115s1068
"Bennet, Michael F.",D,115s1068
"Durbin, Richard J.",D,115s1068
"Klobuchar, Amy",D,115s1068
"Whitehouse, Sheldon",D,115s1068
"Shaheen, Jeanne",D,115s1068
"Gillibrand, Kirsten E.",D,115s1068
"Coons, Christopher A.",D,115s1068
"Schatz, Brian",D,115s1068
"Heinrich, Martin",D,115s1068
"King, Angus S., Jr.",I,115s1068
"Kaine, Tim",D,115s1068
"Booker, Cory A.",D,115s1068
"Duckworth, Tammy",D,115s1068
"Hassan, Margaret Wood",D,115s1068
"Cortez Masto, Catherine",D,115s1068
"Blumenthal, Richard",D,115s1068
"Van Hollen, Chris",D,115s1068
"Casey, Robert P., Jr.",D,115s1069
"Warren, Elizabeth",D,115s1069
"Franken, Al",D,115s1069
"Cruz, Ted",R,115s107
"Graham, Lindsey",R,115s107
"Risch, James E.",R,115s107
"Capito, Shelley Moore",R,115s107
"Rounds, Mike",R,115s107
"Thune, John",R,115s107
"Hatch, Orrin G.",R,115s107
"Crapo, Mike",R,115s107
"Johnson, Ron",R,115s107
"Barrasso, John",R,115s107
"Daines, Steve",R,115s107
"Roberts, Pat",R,115s107
"Lee, Mike",R,115s107
"Sullivan, Dan",R,115s107
"Cornyn, John",R,115s107
"Wicker, Roger F.",R,115s107
"Cochran, Thad",R,115s107
"Hoeven, John",R,115s107
"McCain, John",R,115s107
"Kennedy, John",R,115s107
"McConnell, Mitch",R,115s107
"Blunt, Roy",R,115s107
"Fischer, Deb",R,115s107
"Inhofe, James M.",R,115s107
"Burr, Richard",R,115s107
"Roberts, Pat",R,115s1070
"Donnelly, Joe",D,115s1070
"Burr, Richard",R,115s1070
"Flake, Jeff",R,115s1071
"McCaskill, Claire",D,115s1071
"Burr, Richard",R,115s1072
"Hirono, Mazie K.",D,115s1072
"Tester, Jon",D,115s1072
"Manchin, Joe, III",D,115s1072
"Blumenthal, Richard",D,115s1072
"Cornyn, John",R,115s1072
"Coons, Christopher A.",D,115s1072
"Rubio, Marco",R,115s1073
"Nelson, Bill",D,115s1073
"Portman, Rob",R,115s1074
"Bennet, Michael F.",D,115s1074
"Capito, Shelley Moore",R,115s1075
"Manchin, Joe, III",D,115s1075
"Portman, Rob",R,115s1075
"Sanders, Bernard",I,115s1076
"Baldwin, Tammy",D,115s1076
"Brown, Sherrod",D,115s1076
"Franken, Al",D,115s1076
"Klobuchar, Amy",D,115s1076
"McCaskill, Claire",D,115s1076
"Peters, Gary C.",D,115s1076
"Reed, Jack",D,115s1076
"Stabenow, Debbie",D,115s1076
"Whitehouse, Sheldon",D,115s1076
"Manchin, Joe, III",D,115s1077
"Manchin, Joe, III",D,115s1078
"Capito, Shelley Moore",R,115s1078
"McCaskill, Claire",D,115s1078
"King, Angus S., Jr.",I,115s1078
"Manchin, Joe, III",D,115s1079
"Hatch, Orrin G.",R,115s108
"Klobuchar, Amy",D,115s108
"Portman, Rob",R,115s108
"Donnelly, Joe",D,115s108
"Young, Todd C.",R,115s108
"Casey, Robert P., Jr.",D,115s108
"Toomey, Pat",R,115s108
"Shaheen, Jeanne",D,115s108
"Isakson, Johnny",R,115s108
"Franken, Al",D,115s108
"Rubio, Marco",R,115s108
"Tillis, Thom",R,115s108
"Cotton, Tom",R,115s108
"Hassan, Margaret Wood",D,115s108
"Duckworth, Tammy",D,115s108
"Blumenthal, Richard",D,115s108
"Alexander, Lamar",R,115s108
"Smith, Tina",D,115s108
"Fischer, Deb",R,115s108
"Crapo, Mike",R,115s108
"Wicker, Roger F.",R,115s108
"Inhofe, James M.",R,115s108
"Jones, Doug",D,115s108
"Hyde-Smith, Cindy",R,115s108
"Enzi, Michael B.",R,115s108
"Grassley, Chuck",R,115s108
"McCaskill, Claire",D,115s1080
"Blunt, Roy",R,115s1080
"Durbin, Richard J.",D,115s1080
"Duckworth, Tammy",D,115s1080
"Sanders, Bernard",I,115s1081
"Gillibrand, Kirsten E.",D,115s1081
"Leahy, Patrick J.",D,115s1081
"Brown, Sherrod",D,115s1081
"Hassan, Margaret Wood",D,115s1081
"Warren, Elizabeth",D,115s1081
"Shaheen, Jeanne",D,115s1081
"Sanders, Bernard",I,115s1082
"Gillibrand, Kirsten E.",D,115s1082
"Leahy, Patrick J.",D,115s1082
